MATRICULA,SIT._LIG_AGUA,SIT._LIG_ESGOTO,NUMERO_HIDROMETRO,TIPO_HIDROMETRO,MARCA_HIDROMETRO,CAPACIDADE_HIDROMETRO,DIAMETRO_HIDROMETRO,CLASSE_METROLOGICA,DATA_INSTALACAO_HIDROMETRO,CATEGORIA_PRINCIPAL,NUMERO_ECONOMIAS_RES,NUMERO_ECONOMIAS_COM,NUMERO_ECONOMIAS_IND,NUMERO_ECONOMIAS_PUB,VOLUME_LIDO,VOLUME_REAL,VOLUME_FATURADO,VALOR_AGUA,VALOR_ESGOTO,VALOR_SERVICOS,VALOR_IMPOSTOS,VALOR_DESCONTOS,VALOR_TOTAL,VOLUME_LIDO_01,VOLUME_REAL_01,VOLUME_FATURADO_01,VALOR_AGUA_01,VALOR_ESGOTO_01,VALOR_SERVICOS_01,VALOR_IMPOSTOS_01,VALOR_DESCONTOS_01,VALOR_TOTAL_01,VOLUME_LIDO_02,VOLUME_REAL_02,VOLUME_FATURADO_02,VALOR_AGUA_02,VALOR_ESGOTO_02,VALOR_SERVICOS_02,VALOR_IMPOSTOS_02,VALOR_DESCONTOS_02,VALOR_TOTAL_02,VOLUME_LIDO_03,VOLUME_REAL_03,VOLUME_FATURADO_03,VALOR_AGUA_03,VALOR_ESGOTO_03,VALOR_SERVICOS_03,VALOR_IMPOSTOS_03,VALOR_DESCONTOS_03,VALOR_TOTAL_03,VOLUME_LIDO_04,VOLUME_REAL_04,VOLUME_FATURADO_04,VALOR_AGUA_04,VALOR_ESGOTO_04,VALOR_SERVICOS_04,VALOR_IMPOSTOS_04,VALOR_DESCONTOS_04,VALOR_TOTAL_04,VOLUME_LIDO_05,VOLUME_REAL_05,VOLUME_FATURADO_05,VALOR_AGUA_05,VALOR_ESGOTO_05,VALOR_SERVICOS_05,VALOR_IMPOSTOS_05,VALOR_DESCONTOS_05,VALOR_TOTAL_05,VOLUME_LIDO_06,VOLUME_REAL_06,VOLUME_FATURADO_06,VALOR_AGUA_06,VALOR_ESGOTO_06,VALOR_SERVICOS_06,VALOR_IMPOSTOS_06,VALOR_DESCONTOS_06,VALOR_TOTAL_06,VOLUME_LIDO_07,VOLUME_REAL_07,VOLUME_FATURADO_07,VALOR_AGUA_07,VALOR_ESGOTO_07,VALOR_SERVICOS_07,VALOR_IMPOSTOS_07,VALOR_DESCONTOS_07,VALOR_TOTAL_07,VOLUME_LIDO_08,VOLUME_REAL_08,VOLUME_FATURADO_08,VALOR_AGUA_08,VALOR_ESGOTO_08,VALOR_SERVICOS_08,VALOR_IMPOSTOS_08,VALOR_DESCONTOS_08,VALOR_TOTAL_08,VOLUME_LIDO_09,VOLUME_REAL_09,VOLUME_FATURADO_09,VALOR_AGUA_09,VALOR_ESGOTO_09,VALOR_SERVICOS_09,VALOR_IMPOSTOS_09,VALOR_DESCONTOS_09,VALOR_TOTAL_09,VOLUME_LIDO_10,VOLUME_REAL_10,VOLUME_FATURADO_10,VALOR_AGUA_10,VALOR_ESGOTO_10,VALOR_SERVICOS_10,VALOR_IMPOSTOS_10,VALOR_DESCONTOS_10,VALOR_TOTAL_10,VOLUME_LIDO_11,VOLUME_REAL_11,VOLUME_FATURADO_11,VALOR_AGUA_11,VALOR_ESGOTO_11,VALOR_SERVICOS_11,VALOR_IMPOSTOS_11,VALOR_DESCONTOS_11,VALOR_TOTAL_11,VOLUME_LIDO_12,VOLUME_REAL_12,VOLUME_FATURADO_12,VALOR_AGUA_12,VALOR_ESGOTO_12,VALOR_SERVICOS_12,VALOR_IMPOSTOS_12,VALOR_DESCONTOS_12,VALOR_TOTAL_12
1373555-1,Ativa,Ativa,B19B530088,ULTRASSÔNICO,MARCA B,"4,0","3/4""",Classe C,21/07/2020,Residencial,30.0,,,,258.0,258.0,300.0,1553.1,1242.48,56.84,0.0,0.0,2852.42,213.0,213.0,300.0,1553.1,1242.48,0.0,0.0,0.0,2795.58,243.0,243.0,300.0,1553.1,1242.48,0.0,0.0,0.0,2795.58,276.0,276.0,300.0,1553.1,1242.48,0.0,0.0,0.0,2795.58,230.0,230.0,300.0,1483.8,1187.04,0.0,0.0,0.0,2670.84,270.0,270.0,300.0,1483.8,1187.04,0.0,0.0,0.0,2670.84,296.0,296.0,300.0,1483.8,1187.04,145.07,0.0,0.0,2815.91,251.0,251.0,300.0,1483.8,1187.04,72.98999999999998,0.0,0.0,2743.83,277.0,277.0,300.0,1483.8,1187.04,0.0,0.0,0.0,2670.84,280.0,280.0,300.0,1483.8,1187.04,153.03,0.0,0.0,2823.87,253.0,253.0,300.0,1483.8,1187.04,0.0,0.0,0.0,2670.84,312.0,312.0,312.0,1593.0,1274.4,0.0,0.0,0.0,2867.4,259.0,259.0,300.0,1483.8,1187.04,0.0,0.0,0.0,2670.84
1373556-0,Ativa,Ativa,Y21S227251,Unijato,MARCA A,"1,6","3/4""",Classe B,20/05/2022,Residencial,1.0,,,,9.0,9.0,10.0,51.77,41.42,145.69,0.0,61.12,177.76,9.0,9.0,10.0,51.77,41.42,145.69,0.0,238.88,0.0,9.0,9.0,10.0,51.77,41.42,145.69,0.0,0.0,238.88,4.0,4.0,10.0,51.77,41.42,139.18,0.0,0.0,232.37,10.0,10.0,10.0,49.46,39.57,139.18,0.0,0.0,228.21,4.0,4.0,10.0,49.46,39.57,139.18,0.0,0.0,228.21,4.0,4.0,10.0,49.46,39.57,139.18,0.0,0.0,228.21,10.0,10.0,10.0,49.46,39.57,139.18,0.0,0.0,228.21,9.0,9.0,10.0,49.46,39.57,139.18,0.0,0.0,228.21,7.0,7.0,10.0,49.46,39.57,139.18,0.0,0.0,228.21,17.0,17.0,17.0,113.16,90.53,24.52,0.0,0.0,228.21,20.0,20.0,20.0,140.46,112.37,139.18,0.0,0.0,392.01,10.0,10.0,10.0,49.46,39.57,139.18,0.0,0.0,228.21
1373557-8,Ativa,Ativa,Y22S490045,Unijato,MARCA A,"1,6","3/4""",Classe B,09/01/2024,Residencial,1.0,,,,19.0,19.0,19.0,137.54,110.03,0.0,0.0,0.0,247.57,16.0,16.0,16.0,108.95,87.16,0.0,0.0,0.0,196.11,21.0,21.0,21.0,156.6,125.28,0.0,0.0,0.0,281.88,18.0,18.0,18.0,128.01,102.41,0.0,0.0,0.0,230.42,15.0,15.0,15.0,94.96,75.97,8.18,0.0,0.0,179.11,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,16.0,16.0,16.0,104.06,83.25,0.0,0.0,0.0,187.31,20.0,20.0,20.0,140.46,112.37,0.0,0.0,0.0,252.83,18.0,18.0,18.0,122.26,97.81,4.31,0.0,0.0,224.38,19.0,19.0,19.0,131.36,105.09,0.0,0.0,0.0,236.45,16.0,16.0,16.0,104.06,83.25,0.0,0.0,0.0,187.31,19.0,19.0,19.0,131.36,105.09,0.0,0.0,0.0,236.45,16.0,16.0,16.0,104.06,83.25,0.0,0.0,0.0,187.31
1373558-6,Ativa,Ativa,B15B003783,ULTRASSÔNICO,MARCA B,"4,0","3/4""",Classe C,23/05/2017,Residencial,84.0,,,,787.0,787.0,840.0,4348.68,3478.94,0.0,0.0,0.0,7827.62,767.0,767.0,840.0,4348.68,3478.94,0.0,0.0,0.0,7827.62,746.0,746.0,840.0,4348.68,3478.94,0.0,0.0,0.0,7827.62,777.0,777.0,840.0,4348.68,3478.94,0.0,0.0,0.0,7827.62,704.0,704.0,840.0,4154.64,3323.71,0.0,0.0,0.0,7478.35,688.0,688.0,840.0,4154.64,3323.71,0.0,0.0,0.0,7478.35,755.0,755.0,840.0,4154.64,3323.71,0.0,0.0,0.0,7478.35,668.0,668.0,840.0,4154.64,3323.71,0.0,0.0,0.0,7478.35,719.0,719.0,840.0,4154.64,3323.71,0.0,0.0,0.0,7478.35,598.0,598.0,840.0,4154.64,3323.71,0.0,0.0,0.0,7478.35,747.0,747.0,840.0,4154.64,3323.71,0.0,0.0,0.0,7478.35,649.0,649.0,840.0,4154.64,3323.71,0.0,0.0,0.0,7478.35,779.0,779.0,840.0,4154.64,3323.71,0.0,0.0,0.0,7478.35
1373559-4,Ativa,Ativa,Y21S227153,Unijato,MARCA A,"1,6","3/4""",Classe B,30/03/2022,Residencial,1.0,,,,22.0,22.0,22.0,166.13,132.9,0.0,0.0,0.0,299.03,20.0,20.0,20.0,147.07,117.66,0.0,0.0,0.0,264.73,19.0,19.0,19.0,137.54,110.03,0.0,0.0,0.0,247.57,22.0,22.0,22.0,166.13,132.9,0.0,0.0,0.0,299.03,19.0,19.0,19.0,131.36,105.09,0.0,0.0,0.0,236.45,20.0,20.0,20.0,140.46,112.37,0.0,0.0,0.0,252.83,26.0,26.0,26.0,198.61,158.89,0.0,0.0,0.0,357.5,12.0,12.0,12.0,67.66,54.13,0.0,0.0,0.0,121.79,24.0,24.0,24.0,176.86,141.49,0.0,0.0,0.0,318.35,22.0,22.0,22.0,158.66,126.93,0.0,0.0,0.0,285.59,26.0,26.0,26.0,198.61,158.89,0.0,0.0,0.0,357.5,20.0,20.0,20.0,140.46,112.37,0.0,0.0,0.0,252.83,26.0,26.0,26.0,198.61,158.89,0.0,0.0,0.0,357.5
1373560-8,Ativa,Ativa,Y21S227262,Unijato,MARCA A,"1,6","3/4""",Classe B,27/04/2022,Residencial,1.0,,,,6.0,6.0,10.0,51.77,41.42,145.69,0.0,0.0,238.88,5.0,5.0,10.0,51.77,41.42,145.69,0.0,0.0,238.88,5.0,5.0,10.0,51.77,41.42,145.69,0.0,0.0,238.88,5.0,5.0,10.0,51.77,41.42,139.18,0.0,0.0,232.37,8.0,8.0,10.0,49.46,39.57,139.18,0.0,0.0,228.21,6.0,6.0,10.0,49.46,39.57,139.18,0.0,0.0,228.21,9.0,9.0,10.0,49.46,39.57,151.16,0.0,0.0,240.19,12.0,12.0,12.0,67.66,54.13,139.18,0.0,0.0,260.97,9.0,9.0,10.0,49.46,39.57,139.18,0.0,0.0,228.21,10.0,10.0,10.0,49.46,39.57,139.18,0.0,0.0,228.21,10.0,10.0,10.0,49.46,39.57,139.18,0.0,0.0,228.21,11.0,11.0,11.0,58.56,46.85,139.18,0.0,0.0,244.59,10.0,10.0,10.0,49.46,39.57,139.18,0.0,0.0,228.21
1373561-6,Ativa,Ativa,Y21S227405,Unijato,MARCA A,"1,6","3/4""",Classe B,29/03/2022,Residencial,1.0,,,,4.0,4.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,4.0,4.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,4.0,4.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,3.0,3.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,3.0,3.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,3.0,3.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,3.0,3.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,3.0,3.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,1.0,1.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,1.0,1.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,1.0,1.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,5.0,5.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,7.0,7.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03
1373562-4,Ativa,Ativa,Y21S227161,Unijato,MARCA A,"1,6","3/4""",Classe B,28/03/2022,Residencial,1.0,,,,40.0,40.0,40.0,393.32,314.66,0.0,0.0,0.0,707.98,22.0,22.0,22.0,166.13,132.9,0.0,0.0,0.0,299.03,21.0,21.0,21.0,156.6,125.28,0.0,0.0,0.0,281.88,13.0,13.0,13.0,80.36,64.29,0.0,0.0,0.0,144.65,13.0,13.0,13.0,76.76,61.41,0.0,0.0,0.0,138.17,11.0,11.0,11.0,58.56,46.85,0.0,0.0,0.0,105.41,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,13.0,13.0,13.0,76.76,61.41,0.0,0.0,0.0,138.17,16.0,16.0,16.0,104.06,83.25,0.0,0.0,0.0,187.31,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55
1373563-2,Ativa,Ativa,Y21S228827,Unijato,MARCA A,"1,6","3/4""",Classe B,22/07/2022,Residencial,1.0,,,,30.0,30.0,30.0,260.92,208.74,0.0,0.0,0.0,469.66,22.0,22.0,22.0,166.13,132.9,0.0,0.0,0.0,299.03,32.0,32.0,32.0,287.4,229.92,0.0,0.0,0.0,517.32,24.0,24.0,24.0,185.19,148.15,0.0,0.0,0.0,333.34,20.0,20.0,20.0,140.46,112.37,7.39,0.0,0.0,260.22,23.0,23.0,23.0,167.76,134.21,20.71,0.0,0.0,322.68,26.0,26.0,26.0,198.61,158.89,0.0,0.0,0.0,357.5,26.0,26.0,26.0,198.61,158.89,0.0,0.0,0.0,357.5,28.0,28.0,28.0,223.91,179.13,6.59,0.0,0.0,409.63,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,23.0,23.0,23.0,167.76,134.21,12.08,0.0,0.0,314.05,33.0,33.0,33.0,287.16,229.73,0.0,0.0,0.0,516.89,29.0,29.0,29.0,236.56,189.25,5.57,0.0,0.0,431.38
1373564-0,Ativa,Ativa,Y21S228832,Unijato,MARCA A,"1,6","3/4""",Classe B,21/07/2022,Residencial,1.0,,,,26.0,26.0,26.0,207.96,166.37,0.0,0.0,0.0,374.33,17.0,17.0,17.0,118.48,94.78,0.0,0.0,0.0,213.26,16.0,16.0,16.0,108.95,87.16,0.0,0.0,0.0,196.11,5.0,5.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,23.0,23.0,23.0,167.76,134.21,0.0,0.0,0.0,301.97,23.0,23.0,23.0,167.76,134.21,8.19,0.0,0.0,310.16,28.0,28.0,28.0,223.91,179.13,0.0,0.0,0.0,403.04,28.0,28.0,28.0,223.91,179.13,0.0,0.0,0.0,403.04,30.0,30.0,30.0,249.21,199.37,0.0,0.0,0.0,448.58,27.0,27.0,27.0,211.26,169.01,0.0,0.0,0.0,380.27,28.0,28.0,28.0,223.91,179.13,0.0,0.0,0.0,403.04,27.0,27.0,27.0,211.26,169.01,0.0,0.0,0.0,380.27,29.0,29.0,29.0,236.56,189.25,0.0,0.0,0.0,425.81
1373565-9,Ativa,Ativa,Y21S225898,Unijato,MARCA A,"1,6","3/4""",Classe B,29/03/2022,Residencial,1.0,,,,14.0,14.0,14.0,89.89,71.91,0.0,0.0,0.0,161.8,7.0,7.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,9.0,9.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,10.0,10.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,7.0,7.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,7.0,7.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,7.0,7.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,12.0,12.0,12.0,67.66,54.13,0.0,0.0,0.0,121.79,13.0,13.0,13.0,76.76,61.41,0.0,0.0,0.0,138.17,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,12.0,12.0,12.0,67.66,54.13,0.0,0.0,0.0,121.79,11.0,11.0,11.0,58.56,46.85,0.0,0.0,0.0,105.41
1373566-7,Cancelada,Cancelada,,,,,,,,Comercial,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373567-5,Ativa,Ativa,A21AA0175101,Multijato,MARCA A,"1,5","3/4""",Classe B,20/07/2022,Residencial,20.0,,,,160.0,160.0,200.0,1035.4,828.32,0.0,0.0,0.0,1863.72,135.0,135.0,200.0,1035.4,828.32,0.0,0.0,0.0,1863.72,143.0,143.0,200.0,1035.4,828.32,0.0,0.0,0.0,1863.72,183.0,183.0,200.0,1035.4,828.32,0.0,0.0,0.0,1863.72,133.0,133.0,200.0,989.2,791.36,0.0,0.0,0.0,1780.56,156.0,156.0,200.0,989.2,791.36,0.0,0.0,0.0,1780.56,154.0,154.0,200.0,989.2,791.36,0.0,0.0,0.0,1780.56,144.0,144.0,200.0,989.2,791.36,0.0,0.0,0.0,1780.56,157.0,157.0,200.0,989.2,791.36,0.0,0.0,0.0,1780.56,128.0,128.0,200.0,989.2,791.36,0.0,0.0,0.0,1780.56,142.0,142.0,200.0,989.2,791.36,0.0,0.0,0.0,1780.56,164.0,164.0,200.0,989.2,791.36,0.0,0.0,0.0,1780.56,161.0,161.0,200.0,989.2,791.36,0.0,0.0,0.0,1780.56
1373568-3,Ativa,Ativa,Y21S226168,Unijato,MARCA A,"1,6","3/4""",Classe B,19/04/2022,Residencial,1.0,,,,42.0,42.0,42.0,419.8,335.84,0.0,0.0,0.0,755.64,32.0,32.0,32.0,287.4,229.92,0.0,0.0,0.0,517.32,31.0,31.0,31.0,274.16,219.33,0.0,0.0,0.0,493.49,38.0,38.0,38.0,366.84,293.47,0.0,0.0,62.41,597.9,26.0,26.0,26.0,198.61,158.89,9.97,0.0,367.47,0.0,18.0,18.0,18.0,122.26,97.81,11.2,0.0,231.27,0.0,27.0,27.0,27.0,211.26,169.01,0.0,0.0,0.0,380.27,24.0,24.0,24.0,176.86,141.49,0.0,0.0,0.0,318.35,25.0,25.0,25.0,185.96,148.77,8.07,0.0,0.0,342.8,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93,22.0,22.0,22.0,158.66,126.93,8.46,0.0,0.0,294.05,21.0,21.0,21.0,149.56,119.65,0.0,0.0,0.0,269.21,28.0,28.0,28.0,223.91,179.13,0.0,0.0,0.0,403.04
1373569-1,Ativa,Ativa,Y21S227112,Unijato,MARCA A,"1,6","3/4""",Classe B,25/04/2022,Residencial,1.0,,,,16.0,16.0,16.0,108.95,87.16,0.0,0.0,0.0,196.11,11.0,11.0,11.0,61.3,49.04,0.0,0.0,0.0,110.34,16.0,16.0,16.0,108.95,87.16,16.8,0.0,0.0,212.91,17.0,17.0,17.0,118.48,94.78,5.9,0.0,0.0,219.16,15.0,15.0,15.0,94.96,75.97,6.49,0.0,0.0,177.42,16.0,16.0,16.0,104.06,83.25,0.0,0.0,0.0,187.31,19.0,19.0,19.0,131.36,105.09,17.97,0.0,0.0,254.42,29.0,29.0,29.0,236.56,189.25,11.07,0.0,0.0,436.88,28.0,28.0,28.0,223.91,179.13,11.22,0.0,0.0,414.26,17.0,17.0,17.0,113.16,90.53,5.94,0.0,0.0,209.63,28.0,28.0,28.0,223.91,179.13,18.02,0.0,0.0,421.06,18.0,18.0,18.0,122.26,97.81,0.0,0.0,0.0,220.07,23.0,23.0,23.0,167.76,134.21,17.9,0.0,0.0,319.87
1373570-5,Ativa,Ativa,Y24L094595,Unijato,MARCA C,"1,6","3/4""",Classe A,21/11/2025,Residencial,1.0,,,,23.0,23.0,23.0,175.66,140.53,0.0,0.0,0.0,316.19,21.0,21.0,21.0,156.6,125.28,0.0,0.0,0.0,281.88,30.0,30.0,30.0,260.92,208.74,0.0,0.0,0.0,469.66,17.0,17.0,17.0,118.48,94.78,0.0,0.0,0.0,213.26,17.0,17.0,17.0,113.16,90.53,0.0,0.0,0.0,203.69,24.0,24.0,24.0,176.86,141.49,0.0,0.0,0.0,318.35,25.0,25.0,25.0,185.96,148.77,0.0,0.0,0.0,334.73,45.0,45.0,45.0,438.96,351.17,0.0,0.0,0.0,790.13,37.0,37.0,37.0,337.76,270.21,0.0,0.0,0.0,607.97,31.0,31.0,31.0,261.86,209.49,0.0,0.0,0.0,471.35,11.0,11.0,11.0,58.56,46.85,0.0,0.0,0.0,105.41,51.0,51.0,51.0,517.85,414.28,0.0,0.0,0.0,932.13,27.0,27.0,27.0,211.26,169.01,0.0,0.0,0.0,380.27
1373571-3,Ativa,Ativa,Y22S490318,Unijato,MARCA A,"1,6","3/4""",Classe B,06/12/2023,Residencial,1.0,,,,18.0,18.0,18.0,128.01,102.41,0.0,0.0,0.0,230.42,6.0,6.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,13.0,13.0,13.0,80.36,64.29,0.0,0.0,0.0,144.65,15.0,15.0,15.0,99.42,79.54,0.0,0.0,0.0,178.96,12.0,12.0,12.0,67.66,54.13,0.0,0.0,0.0,121.79,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93,17.0,17.0,17.0,113.16,90.53,0.0,0.0,0.0,203.69,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93,13.0,13.0,13.0,76.76,61.41,0.0,0.0,0.0,138.17,13.0,13.0,13.0,76.76,61.41,0.0,0.0,0.0,138.17,15.0,15.0,15.0,94.96,75.97,15.86,0.0,0.0,186.79,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,18.0,18.0,18.0,122.26,97.81,0.0,0.0,0.0,220.07
1373573-0,Ativa,Ativa,Y22S490289,Unijato,MARCA A,"1,6","3/4""",Classe B,30/01/2024,Residencial,1.0,,,,20.0,20.0,20.0,147.07,117.66,0.0,0.0,0.0,264.73,18.0,18.0,18.0,128.01,102.41,0.0,0.0,0.0,230.42,20.0,20.0,20.0,147.07,117.66,3.3,0.0,0.0,268.03,14.0,14.0,14.0,89.89,71.91,4.36,0.0,0.0,166.16,12.0,12.0,12.0,67.66,54.13,3.5,0.0,0.0,125.29,16.0,16.0,16.0,104.06,83.25,2.34,0.0,0.0,189.65,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,11.0,11.0,11.0,58.56,46.85,2.71,0.0,0.0,108.12,16.0,16.0,16.0,104.06,83.25,0.0,0.0,0.0,187.31,11.0,11.0,11.0,58.56,46.85,0.0,0.0,0.0,105.41,49.0,49.0,49.0,489.56,391.65,0.0,0.0,0.0,881.21,33.0,33.0,33.0,287.16,229.73,6.38,0.0,0.0,523.27,23.0,23.0,23.0,167.76,134.21,5.67,0.0,0.0,307.64
1373574-8,Ativa,Ativa,Y24L183773,Unijato,MARCA C,"1,6","3/4""",Classe A,20/05/2025,Residencial,1.0,,,,2.0,2.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,2.0,2.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,2.0,2.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,2.0,2.0,10.0,51.77,41.42,3.67,0.0,0.0,96.86,2.0,2.0,10.0,49.46,39.57,1.93,0.0,0.0,90.96,2.0,2.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,4.0,4.0,10.0,49.46,39.57,5.88,0.0,0.0,94.91,2.0,2.0,10.0,49.46,39.57,1.85,0.0,0.0,90.88,1.0,1.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,3.0,3.0,10.0,49.46,39.57,1.88,0.0,0.0,90.91,2.0,2.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,1.0,1.0,10.0,49.46,39.57,3.68,0.0,0.0,92.71,3.0,3.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03
1373575-6,Ativa,Ativa,Y21S226052,Unijato,MARCA A,"1,6","3/4""",Classe B,10/11/2021,Residencial,1.0,,,,12.0,12.0,12.0,70.83,56.66,1.98,0.0,0.0,129.47,5.0,5.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,4.0,4.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,19.0,19.0,19.0,137.54,110.03,0.0,0.0,0.0,247.57,1.0,1.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,2.0,2.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,6.0,6.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,4.0,4.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93,4.0,4.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,22.0,22.0,22.0,158.66,126.93,0.0,0.0,0.0,285.59,11.0,11.0,11.0,58.56,46.85,0.0,0.0,0.0,105.41
1373576-4,Ativa,Ativa,Y22S490468,Unijato,MARCA A,"1,6","3/4""",Classe B,15/05/2024,Residencial,1.0,,,,17.0,17.0,17.0,118.48,94.78,0.0,0.0,0.0,213.26,11.0,11.0,11.0,61.3,49.04,0.0,0.0,0.0,110.34,14.0,14.0,14.0,89.89,71.91,0.0,0.0,0.0,161.8,22.0,22.0,22.0,166.13,132.9,0.0,0.0,0.0,299.03,17.0,17.0,17.0,113.16,90.53,0.0,0.0,0.0,203.69,24.0,24.0,24.0,176.86,141.49,0.0,0.0,0.0,318.35,22.0,22.0,22.0,158.66,126.93,0.0,0.0,0.0,285.59,27.0,27.0,27.0,211.26,169.01,0.0,0.0,0.0,380.27,26.0,26.0,26.0,198.61,158.89,0.0,0.0,0.0,357.5,26.0,26.0,26.0,198.61,158.89,0.0,0.0,0.0,357.5,25.0,25.0,25.0,185.96,148.77,0.0,0.0,0.0,334.73,17.0,17.0,17.0,113.16,90.53,0.0,0.0,0.0,203.69,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93
1373577-2,Ativa,Ativa,Y22S490484,Unijato,MARCA A,"1,6","3/4""",Classe B,29/01/2024,Residencial,1.0,,,,8.0,8.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,8.0,8.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,7.0,7.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,12.0,12.0,12.0,70.83,56.66,0.0,0.0,0.0,127.49,8.0,8.0,10.0,49.46,39.57,15.56,0.0,0.0,104.59,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,4.0,4.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,1.0,1.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,0.0,0.0,10.0,49.46,39.57,5.31,0.0,0.0,94.34,6.0,6.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,9.0,9.0,10.0,49.46,39.57,7.57,0.0,0.0,96.6,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03
1373578-0,Ativa,Ativa,Y22S490284,Unijato,MARCA A,"1,6","3/4""",Classe B,30/01/2024,Residencial,1.0,,,,96.0,96.0,96.0,1278.74,1022.99,0.0,0.0,0.0,2301.73,59.0,59.0,59.0,673.05,538.44,5.24,0.0,0.0,1216.73,12.0,12.0,12.0,70.83,56.66,4.94,0.0,0.0,132.43,12.0,12.0,12.0,70.83,56.66,0.0,0.0,0.0,127.49,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,29.0,29.0,29.0,236.56,189.25,3.14,0.0,0.0,428.95,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,13.0,13.0,13.0,76.76,61.41,0.0,0.0,0.0,138.17,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,15.0,15.0,15.0,94.96,75.97,4.81,0.0,0.0,175.74,26.0,26.0,26.0,198.61,158.89,-67.25,0.0,0.0,290.25
