MATRICULA,SIT._LIG_AGUA,SIT._LIG_ESGOTO,NUMERO_HIDROMETRO,TIPO_HIDROMETRO,MARCA_HIDROMETRO,CAPACIDADE_HIDROMETRO,DIAMETRO_HIDROMETRO,CLASSE_METROLOGICA,DATA_INSTALACAO_HIDROMETRO,CATEGORIA_PRINCIPAL,NUMERO_ECONOMIAS_RES,NUMERO_ECONOMIAS_COM,NUMERO_ECONOMIAS_IND,NUMERO_ECONOMIAS_PUB,VOLUME_LIDO,VOLUME_REAL,VOLUME_FATURADO,VALOR_AGUA,VALOR_ESGOTO,VALOR_SERVICOS,VALOR_IMPOSTOS,VALOR_DESCONTOS,VALOR_TOTAL,VOLUME_LIDO_01,VOLUME_REAL_01,VOLUME_FATURADO_01,VALOR_AGUA_01,VALOR_ESGOTO_01,VALOR_SERVICOS_01,VALOR_IMPOSTOS_01,VALOR_DESCONTOS_01,VALOR_TOTAL_01,VOLUME_LIDO_02,VOLUME_REAL_02,VOLUME_FATURADO_02,VALOR_AGUA_02,VALOR_ESGOTO_02,VALOR_SERVICOS_02,VALOR_IMPOSTOS_02,VALOR_DESCONTOS_02,VALOR_TOTAL_02,VOLUME_LIDO_03,VOLUME_REAL_03,VOLUME_FATURADO_03,VALOR_AGUA_03,VALOR_ESGOTO_03,VALOR_SERVICOS_03,VALOR_IMPOSTOS_03,VALOR_DESCONTOS_03,VALOR_TOTAL_03,VOLUME_LIDO_04,VOLUME_REAL_04,VOLUME_FATURADO_04,VALOR_AGUA_04,VALOR_ESGOTO_04,VALOR_SERVICOS_04,VALOR_IMPOSTOS_04,VALOR_DESCONTOS_04,VALOR_TOTAL_04,VOLUME_LIDO_05,VOLUME_REAL_05,VOLUME_FATURADO_05,VALOR_AGUA_05,VALOR_ESGOTO_05,VALOR_SERVICOS_05,VALOR_IMPOSTOS_05,VALOR_DESCONTOS_05,VALOR_TOTAL_05,VOLUME_LIDO_06,VOLUME_REAL_06,VOLUME_FATURADO_06,VALOR_AGUA_06,VALOR_ESGOTO_06,VALOR_SERVICOS_06,VALOR_IMPOSTOS_06,VALOR_DESCONTOS_06,VALOR_TOTAL_06,VOLUME_LIDO_07,VOLUME_REAL_07,VOLUME_FATURADO_07,VALOR_AGUA_07,VALOR_ESGOTO_07,VALOR_SERVICOS_07,VALOR_IMPOSTOS_07,VALOR_DESCONTOS_07,VALOR_TOTAL_07,VOLUME_LIDO_08,VOLUME_REAL_08,VOLUME_FATURADO_08,VALOR_AGUA_08,VALOR_ESGOTO_08,VALOR_SERVICOS_08,VALOR_IMPOSTOS_08,VALOR_DESCONTOS_08,VALOR_TOTAL_08,VOLUME_LIDO_09,VOLUME_REAL_09,VOLUME_FATURADO_09,VALOR_AGUA_09,VALOR_ESGOTO_09,VALOR_SERVICOS_09,VALOR_IMPOSTOS_09,VALOR_DESCONTOS_09,VALOR_TOTAL_09,VOLUME_LIDO_10,VOLUME_REAL_10,VOLUME_FATURADO_10,VALOR_AGUA_10,VALOR_ESGOTO_10,VALOR_SERVICOS_10,VALOR_IMPOSTOS_10,VALOR_DESCONTOS_10,VALOR_TOTAL_10,VOLUME_LIDO_11,VOLUME_REAL_11,VOLUME_FATURADO_11,VALOR_AGUA_11,VALOR_ESGOTO_11,VALOR_SERVICOS_11,VALOR_IMPOSTOS_11,VALOR_DESCONTOS_11,VALOR_TOTAL_11,VOLUME_LIDO_12,VOLUME_REAL_12,VOLUME_FATURADO_12,VALOR_AGUA_12,VALOR_ESGOTO_12,VALOR_SERVICOS_12,VALOR_IMPOSTOS_12,VALOR_DESCONTOS_12,VALOR_TOTAL_12
1372399-5,Ativa,Ativa,Y21S227253,Unijato,MARCA A,"1,6","3/4""",Classe B,20/05/2022,Residencial,1.0,,,,25.0,25.0,25.0,194.72,155.78,0.0,0.0,0.0,350.5,22.0,22.0,22.0,166.13,132.9,0.0,0.0,0.0,299.03,19.0,19.0,19.0,137.54,110.03,0.0,0.0,0.0,247.57,24.0,24.0,24.0,185.19,148.15,0.0,0.0,0.0,333.34,21.0,21.0,21.0,149.56,119.65,0.0,0.0,0.0,269.21,23.0,23.0,23.0,167.76,134.21,0.0,0.0,0.0,301.97,30.0,30.0,30.0,249.21,199.37,0.0,0.0,0.0,448.58,23.0,23.0,23.0,167.76,134.21,0.0,0.0,0.0,301.97,23.0,23.0,23.0,167.76,134.21,22.28,0.0,0.0,324.25,50.0,50.0,50.0,502.21,401.77,0.0,0.0,0.0,903.98,30.0,30.0,30.0,249.21,199.37,21.99,0.0,0.0,470.57,56.0,56.0,56.0,596.05,476.84,-397.44,0.0,0.0,675.45,29.0,29.0,29.0,236.56,189.25,4.08,0.0,0.0,429.89
1372402-9,Ativa,Ativa,Y21S227169,Unijato,MARCA A,"1,6","3/4""",Classe B,28/03/2022,Residencial,1.0,,,,8.0,8.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,7.0,7.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,10.0,10.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,12.0,12.0,12.0,70.83,56.66,0.0,0.0,0.0,127.49,11.0,11.0,11.0,58.56,46.85,0.0,0.0,0.0,105.41,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,13.0,13.0,13.0,76.76,61.41,3.3,0.0,0.0,141.47,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,11.0,11.0,11.0,58.56,46.85,0.0,0.0,0.0,105.41,11.0,11.0,11.0,58.56,46.85,0.0,0.0,0.0,105.41,10.0,10.0,10.0,49.46,39.57,3.53,0.0,0.0,92.56
1372403-7,Ativa,Ativa,Y21S506378,Unijato,MARCA A,"1,6","3/4""",Classe B,23/08/2022,Residencial,1.0,,,,33.0,33.0,33.0,300.64,240.51,0.0,0.0,0.0,541.15,29.0,29.0,29.0,247.68,198.14,11.19,0.0,0.0,457.01,30.0,30.0,30.0,260.92,208.74,0.0,0.0,0.0,469.66,33.0,33.0,33.0,300.64,240.51,9.28,0.0,0.0,550.43,28.0,28.0,28.0,223.91,179.13,0.0,0.0,0.0,403.04,30.0,30.0,30.0,249.21,199.37,7.99,0.0,0.0,456.57,32.0,32.0,32.0,274.51,219.61,0.0,0.0,0.0,494.12,27.0,27.0,27.0,211.26,169.01,0.0,0.0,0.0,380.27,31.0,31.0,31.0,261.86,209.49,0.0,0.0,0.0,471.35,29.0,29.0,29.0,236.56,189.25,0.0,0.0,0.0,425.81,33.0,33.0,33.0,287.16,229.73,0.0,0.0,0.0,516.89,36.0,36.0,36.0,325.11,260.09,11.89,0.0,0.0,597.09,26.0,26.0,26.0,198.61,158.89,0.0,0.0,0.0,357.5
1372417-7,Ativa,Ativa,Y21S226171,Unijato,MARCA A,"1,6","3/4""",Classe B,19/04/2022,Residencial,1.0,,,,36.0,36.0,36.0,340.36,272.29,157.54,0.0,0.0,770.19,24.0,24.0,24.0,185.19,148.15,150.9,0.0,0.0,484.24,21.0,21.0,21.0,156.6,125.28,145.69,0.0,0.0,427.57,16.0,16.0,16.0,108.95,87.16,329.88,0.0,277.35,248.64,13.0,13.0,13.0,76.76,61.41,167.45,0.0,0.0,305.62,13.0,13.0,13.0,76.76,61.41,139.18,0.0,0.0,277.35,27.0,27.0,27.0,211.26,169.01,139.18,0.0,0.0,519.45,35.0,35.0,35.0,312.46,249.97,139.18,0.0,0.0,701.61,41.0,41.0,41.0,388.36,310.69,139.18,0.0,0.0,838.23,28.0,28.0,28.0,223.91,179.13,147.91,0.0,0.0,550.95,26.0,26.0,26.0,198.61,158.89,151.52,0.0,0.0,509.02,16.0,16.0,16.0,104.06,83.25,148.69,0.0,0.0,336.0,23.0,23.0,23.0,167.76,134.21,160.94,0.0,0.0,462.91
1372457-6,Ativa,Ativa,Y22S490271,Unijato,MARCA A,"1,6","3/4""",Classe B,29/01/2024,Residencial,1.0,,,,7.0,7.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,3.0,3.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,7.0,7.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,9.0,9.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,7.0,7.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,6.0,6.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,6.0,6.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,6.0,6.0,10.0,49.46,39.57,2.17,0.0,0.0,91.2,4.0,4.0,10.0,49.46,39.57,2.17,0.0,0.0,91.2,5.0,5.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,3.0,3.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,8.0,8.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03
1372460-6,Ativa,Ativa,Y21S226111,Unijato,MARCA A,"1,6","3/4""",Classe B,21/07/2022,Residencial,1.0,,,,45.0,45.0,45.0,459.52,367.62,0.0,0.0,0.0,827.14,31.0,31.0,31.0,274.16,219.33,0.0,0.0,0.0,493.49,42.0,42.0,42.0,419.8,335.84,0.0,0.0,0.0,755.64,77.0,77.0,77.0,967.71,774.17,-980.94,0.0,0.0,760.94,35.0,35.0,35.0,312.46,249.97,0.0,0.0,0.0,562.43,38.0,38.0,38.0,350.41,280.33,0.0,0.0,0.0,630.74,36.0,36.0,36.0,325.11,260.09,0.0,0.0,0.0,585.2,35.0,35.0,35.0,312.46,249.97,0.0,0.0,0.0,562.43,36.0,36.0,36.0,325.11,260.09,10.84,0.0,0.0,596.04,34.0,34.0,34.0,299.81,239.85,0.0,0.0,0.0,539.66,39.0,39.0,39.0,363.06,290.45,0.0,0.0,0.0,653.51,26.0,26.0,26.0,198.61,158.89,0.0,0.0,0.0,357.5,32.0,32.0,32.0,274.51,219.61,0.0,0.0,0.0,494.12
1372467-3,Ativa,Ativa,Y21S506263,Unijato,MARCA A,"1,6","3/4""",Classe B,24/08/2022,Residencial,1.0,,,,33.0,33.0,33.0,300.64,240.51,0.0,0.0,0.0,541.15,13.0,13.0,13.0,80.36,64.29,11.32,0.0,0.0,155.97,15.0,15.0,15.0,99.42,79.54,0.0,0.0,0.0,178.96,15.0,15.0,15.0,99.42,79.54,8.13,0.0,0.0,187.09,12.0,12.0,12.0,67.66,54.13,0.0,0.0,0.0,121.79,18.0,18.0,18.0,122.26,97.81,4.19,0.0,0.0,224.26,20.0,20.0,20.0,140.46,112.37,4.05,0.0,0.0,256.88,16.0,16.0,16.0,104.06,83.25,0.0,0.0,0.0,187.31,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93,16.0,16.0,16.0,104.06,83.25,5.92,0.0,0.0,193.23,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,18.0,18.0,18.0,122.26,97.81,3.6,0.0,0.0,223.67
1372479-7,Ativa,Ativa,Y21S227179,Unijato,MARCA A,"1,6","3/4""",Classe B,19/05/2022,Residencial,1.0,,,,25.0,25.0,25.0,194.72,155.78,0.0,0.0,0.0,350.5,13.0,13.0,13.0,80.36,64.29,0.0,0.0,0.0,144.65,11.0,11.0,11.0,61.3,49.04,0.0,0.0,0.0,110.34,13.0,13.0,13.0,80.36,64.29,0.0,0.0,0.0,144.65,17.0,17.0,17.0,113.16,90.53,0.0,0.0,0.0,203.69,17.0,17.0,17.0,113.16,90.53,0.0,0.0,0.0,203.69,20.0,20.0,20.0,140.46,112.37,0.0,0.0,0.0,252.83,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93,13.0,13.0,13.0,76.76,61.41,0.0,0.0,0.0,138.17,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55
1372483-5,Ativa,Ativa,Y22S490033,Unijato,MARCA A,"1,6","3/4""",Classe B,09/01/2024,Residencial,1.0,,,,19.0,19.0,19.0,137.54,110.03,0.0,0.0,0.0,247.57,19.0,19.0,19.0,137.54,110.03,0.0,0.0,0.0,247.57,14.0,14.0,14.0,89.89,71.91,0.0,0.0,0.0,161.8,20.0,20.0,20.0,147.07,117.66,0.0,0.0,0.0,264.73,21.0,21.0,21.0,149.56,119.65,0.0,0.0,0.0,269.21,19.0,19.0,19.0,131.36,105.09,0.0,0.0,0.0,236.45,19.0,19.0,19.0,131.36,105.09,0.0,0.0,0.0,236.45,23.0,23.0,23.0,167.76,134.21,0.0,0.0,0.0,301.97,20.0,20.0,20.0,140.46,112.37,0.0,0.0,0.0,252.83,20.0,20.0,20.0,140.46,112.37,0.0,0.0,0.0,252.83,18.0,18.0,18.0,122.26,97.81,0.0,0.0,0.0,220.07,16.0,16.0,16.0,104.06,83.25,0.0,0.0,0.0,187.31,17.0,17.0,17.0,113.16,90.53,0.0,0.0,0.0,203.69
1372484-3,Ativa,Ativa,Y21S226113,Unijato,MARCA A,"1,6","3/4""",Classe B,21/07/2022,Residencial,1.0,,,,13.0,13.0,13.0,80.36,64.29,3.32,0.0,0.0,147.97,8.0,8.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,14.0,14.0,14.0,89.89,71.91,1.87,0.0,0.0,163.67,7.0,7.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,12.0,12.0,12.0,67.66,54.13,0.0,0.0,0.0,121.79,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93,11.0,11.0,11.0,58.56,46.85,0.0,0.0,0.0,105.41,8.0,8.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,8.0,8.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,8.0,8.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03
1372504-1,Ativa,Ativa,A23AA0210643,Multijato,MARCA A,"1,5","3/4""",Classe B,15/05/2024,Residencial,1.0,,,,24.0,24.0,24.0,185.19,148.15,0.0,0.0,0.0,333.34,31.0,31.0,31.0,274.16,219.33,0.0,0.0,0.0,493.49,25.0,25.0,25.0,194.72,155.78,0.0,0.0,0.0,350.5,45.0,45.0,45.0,459.52,367.62,-537.64,0.0,0.0,289.5,14.0,14.0,14.0,85.86,68.69,4.87,0.0,0.0,159.42,23.0,23.0,23.0,167.76,134.21,0.0,0.0,0.0,301.97,19.0,19.0,19.0,131.36,105.09,3.14,0.0,0.0,239.59,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,18.0,18.0,18.0,122.26,97.81,139.18,0.0,165.58,193.67,29.0,29.0,29.0,236.56,189.25,139.18,0.0,564.99,0.0,15.0,15.0,15.0,94.96,75.97,139.18,0.0,0.0,310.11,30.0,30.0,30.0,249.21,199.37,3.63,0.0,0.0,452.21
1372508-4,Ativa,Ativa,Y21S506907,Unijato,MARCA A,"1,6","3/4""",Classe B,28/07/2022,Residencial,1.0,,,,22.0,22.0,22.0,166.13,132.9,0.0,0.0,0.0,299.03,20.0,20.0,20.0,147.07,117.66,0.0,0.0,0.0,264.73,24.0,24.0,24.0,185.19,148.15,0.0,0.0,0.0,333.34,14.0,14.0,14.0,89.89,71.91,0.0,0.0,0.0,161.8,18.0,18.0,18.0,122.26,97.81,0.0,0.0,0.0,220.07,20.0,20.0,20.0,140.46,112.37,0.0,0.0,0.0,252.83,23.0,23.0,23.0,167.76,134.21,0.0,0.0,0.0,301.97,23.0,23.0,23.0,167.76,134.21,0.0,0.0,0.0,301.97,23.0,23.0,23.0,167.76,134.21,0.0,0.0,0.0,301.97,28.0,28.0,28.0,223.91,179.13,0.0,0.0,0.0,403.04,21.0,21.0,21.0,149.56,119.65,0.0,0.0,0.0,269.21,19.0,19.0,19.0,131.36,105.09,0.0,0.0,0.0,236.45,19.0,19.0,19.0,131.36,105.09,0.0,0.0,0.0,236.45
1372525-4,Ativa,Ativa,Y21S227276,Unijato,MARCA A,"1,6","3/4""",Classe B,19/05/2022,Residencial,1.0,,,,15.0,15.0,15.0,99.42,79.54,0.0,0.0,0.0,178.96,35.0,35.0,35.0,327.12,261.7,0.0,0.0,0.0,588.82,18.0,18.0,18.0,128.01,102.41,0.0,0.0,0.0,230.42,13.0,13.0,13.0,80.36,64.29,0.0,0.0,0.0,144.65,13.0,13.0,13.0,76.76,61.41,0.0,0.0,0.0,138.17,12.0,12.0,12.0,67.66,54.13,0.0,0.0,0.0,121.79,13.0,13.0,13.0,76.76,61.41,0.0,0.0,0.0,138.17,13.0,13.0,13.0,76.76,61.41,0.0,0.0,0.0,138.17,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,11.0,11.0,11.0,58.56,46.85,0.0,0.0,0.0,105.41,16.0,16.0,16.0,104.06,83.25,0.0,0.0,0.0,187.31,26.0,26.0,26.0,198.61,158.89,0.0,0.0,0.0,357.5,13.0,13.0,13.0,76.76,61.41,0.0,0.0,0.0,138.17
1372533-5,Ativa,Ativa,Y24L183914,Unijato,MARCA C,"1,6","3/4""",Classe A,09/06/2025,Residencial,1.0,,,,26.0,26.0,26.0,207.96,166.37,0.0,0.0,0.0,374.33,26.0,26.0,26.0,207.96,166.37,0.0,0.0,0.0,374.33,28.0,28.0,28.0,234.44,187.55,0.0,0.0,0.0,421.99,30.0,30.0,30.0,260.92,208.74,0.0,0.0,0.0,469.66,24.0,24.0,24.0,176.86,141.49,0.0,0.0,303.89,14.46,20.0,20.0,20.0,140.46,112.37,139.18,0.0,392.01,0.0,25.0,25.0,25.0,185.96,148.77,139.18,0.0,0.0,473.91,27.0,27.0,27.0,211.26,169.01,139.18,0.0,0.0,519.45,26.0,26.0,26.0,198.61,158.89,139.18,0.0,0.0,496.68,22.0,22.0,22.0,158.66,126.93,139.18,0.0,0.0,424.77,997745.0,34.0,34.0,299.81,239.85,139.18,0.0,0.0,678.84,34.0,34.0,34.0,299.81,239.85,139.18,0.0,0.0,678.84,28.0,28.0,28.0,223.91,179.13,139.18,0.0,0.0,542.22
1372552-1,Ativa,Ativa,Y20S145763,UNIJATO - PRÉ EQUIPADO,MARCA D,"1,6","3/4""",Classe B,25/08/2020,Residencial,1.0,,,,10.0,10.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,5.0,5.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,8.0,8.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,17.0,17.0,17.0,118.48,94.78,0.0,0.0,0.0,213.26,11.0,11.0,11.0,58.56,46.85,0.0,0.0,0.0,105.41,7.0,7.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,7.0,7.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,11.0,11.0,11.0,58.56,46.85,0.0,0.0,0.0,105.41,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,11.0,11.0,11.0,58.56,46.85,0.0,0.0,0.0,105.41
1372558-0,Ativa,Ativa,Y21S227095,Unijato,MARCA A,"1,6","3/4""",Classe B,25/04/2022,Residencial,1.0,,,,11.0,11.0,11.0,61.3,49.04,0.0,0.0,0.0,110.34,14.0,14.0,14.0,89.89,71.91,8.79,0.0,0.0,170.59,18.0,18.0,18.0,128.01,102.41,0.0,0.0,0.0,230.42,18.0,18.0,18.0,128.01,102.41,0.0,0.0,0.0,230.42,21.0,21.0,21.0,149.56,119.65,0.0,0.0,0.0,269.21,9.0,9.0,10.0,49.46,39.57,4.74,0.0,0.0,93.77,13.0,13.0,13.0,76.76,61.41,0.0,0.0,0.0,138.17,13.0,13.0,13.0,76.76,61.41,0.0,0.0,0.0,138.17,13.0,13.0,13.0,76.76,61.41,0.0,0.0,0.0,138.17,8.0,8.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,16.0,16.0,16.0,104.06,83.25,0.0,0.0,0.0,187.31,11.0,11.0,11.0,58.56,46.85,0.0,0.0,0.0,105.41
1372559-9,Ativa,Ativa,Y21S227098,Unijato,MARCA A,"1,6","3/4""",Classe B,25/04/2022,Residencial,1.0,,,,35.0,35.0,35.0,327.12,261.7,12.81,0.0,0.0,601.63,29.0,29.0,29.0,247.68,198.14,30.81,0.0,0.0,476.63,34.0,34.0,34.0,313.88,251.1,0.0,0.0,0.0,564.98,35.0,35.0,35.0,327.12,261.7,13.31,0.0,0.0,602.13,33.0,33.0,33.0,287.16,229.73,39.46,0.0,0.0,556.35,34.0,34.0,34.0,299.81,239.85,0.0,0.0,0.0,539.66,50.0,50.0,50.0,502.21,401.77,9.32,0.0,0.0,913.3,35.0,35.0,35.0,312.46,249.97,6.54,0.0,0.0,568.97,25.0,25.0,25.0,185.96,148.77,6.47,0.0,0.0,341.2,21.0,21.0,21.0,149.56,119.65,11.37,0.0,0.0,280.58,22.0,22.0,22.0,158.66,126.93,8.59,0.0,0.0,294.18,30.0,30.0,30.0,249.21,199.37,12.41,0.0,0.0,460.99,26.0,26.0,26.0,198.61,158.89,10.68,0.0,0.0,368.18
1372563-7,Ativa,Ativa,Y21S227157,Unijato,MARCA A,"1,6","3/4""",Classe B,23/03/2022,Comercial,,1.0,,,23.0,23.0,23.0,236.71,189.37,0.0,0.0,0.0,426.08,70.0,70.0,70.0,816.69,653.35,0.0,0.0,0.0,1470.04,26.0,26.0,26.0,273.73,218.98,0.0,0.0,0.0,492.71,21.0,21.0,21.0,212.03,169.62,0.0,0.0,0.0,381.65,24.0,24.0,24.0,237.94,190.35,0.0,0.0,0.0,428.29,24.0,24.0,24.0,237.94,190.35,0.0,0.0,0.0,428.29,26.0,26.0,26.0,261.52,209.22,0.0,0.0,0.0,470.74,24.0,24.0,24.0,237.94,190.35,10.98,0.0,0.0,439.27,23.0,23.0,23.0,226.15,180.92,0.0,0.0,0.0,407.07,26.0,26.0,26.0,261.52,209.22,0.0,0.0,0.0,470.74,27.0,27.0,27.0,273.31,218.65,0.0,0.0,0.0,491.96,28.0,28.0,28.0,285.1,228.08,0.0,0.0,0.0,513.18,21.0,21.0,21.0,202.57,162.06,0.0,0.0,0.0,364.63
1372566-1,Ativa,Ativa,Y21S227409,Unijato,MARCA A,"1,6","3/4""",Classe B,18/04/2022,Residencial,1.0,,,,62.0,62.0,62.0,722.16,577.73,24.78,0.0,0.0,1324.67,89.0,89.0,89.0,1164.15,931.32,12.01,0.0,0.0,2107.48,55.0,55.0,55.0,607.57,486.06,0.0,0.0,0.0,1093.63,33.0,33.0,33.0,300.64,240.51,21.94,0.0,0.0,563.09,8.0,8.0,10.0,49.46,39.57,21.2,0.0,0.0,110.23,36.0,36.0,36.0,325.11,260.09,341.78,0.0,0.0,926.98,37.0,37.0,37.0,337.76,270.21,341.77,0.0,0.0,949.74,19.0,19.0,19.0,131.36,105.09,341.77,0.0,0.0,578.22,19.0,19.0,19.0,131.36,105.09,341.77,0.0,0.0,578.22,16.0,16.0,16.0,104.06,83.25,341.77,0.0,0.0,529.08,18.0,18.0,18.0,122.26,97.81,354.24,0.0,0.0,574.31,18.0,18.0,18.0,122.26,97.81,0.0,0.0,0.0,220.07,32.0,32.0,32.0,274.51,219.61,40.4,0.0,0.0,534.52
1372578-5,Ativa,Ativa,A23AA0210795,Multijato,MARCA A,"1,5","3/4""",Classe B,19/12/2023,Residencial,8.0,,,,104.0,104.0,104.0,642.88,514.3,0.0,0.0,0.0,1157.18,78.0,78.0,80.0,414.16,331.33,0.0,0.0,0.0,745.49,64.0,64.0,80.0,414.16,331.33,14.95,0.0,0.0,760.44,63.0,63.0,80.0,414.16,331.33,0.0,0.0,0.0,745.49,67.0,67.0,80.0,395.68,316.54,0.0,0.0,0.0,712.22,66.0,66.0,80.0,395.68,316.54,0.0,0.0,0.0,712.22,65.0,65.0,80.0,395.68,316.54,0.0,0.0,0.0,712.22,78.0,78.0,80.0,395.68,316.54,0.0,0.0,0.0,712.22,91.0,91.0,91.0,495.78,396.62,0.0,0.0,0.0,892.4,90.0,90.0,90.0,486.68,389.34,0.0,0.0,0.0,876.02,72.0,72.0,80.0,395.68,316.54,0.0,0.0,0.0,712.22,72.0,72.0,80.0,395.68,316.54,0.0,0.0,0.0,712.22,77.0,77.0,80.0,395.68,316.54,0.0,0.0,0.0,712.22
1372585-8,Ativa,Ativa,Y21S228817,Unijato,MARCA A,"1,6","3/4""",Classe B,21/07/2022,Residencial,1.0,,,,17.0,17.0,17.0,118.48,94.78,0.0,0.0,0.0,213.26,15.0,15.0,15.0,99.42,79.54,4.77,0.0,0.0,183.73,18.0,18.0,18.0,128.01,102.41,0.0,0.0,0.0,230.42,17.0,17.0,17.0,118.48,94.78,0.0,0.0,0.0,213.26,13.0,13.0,13.0,76.76,61.41,5.04,0.0,0.0,143.21,12.0,12.0,12.0,67.66,54.13,7.89,0.0,0.0,129.68,19.0,19.0,19.0,131.36,105.09,0.0,0.0,0.0,236.45,16.0,16.0,16.0,104.06,83.25,0.0,0.0,0.0,187.31,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,6.0,6.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03
1372594-7,Ativa,Ativa,Y21S506940,Unijato,MARCA A,"1,6","3/4""",Classe B,26/07/2022,Residencial,1.0,,,,14.0,14.0,14.0,89.89,71.91,19.3,0.0,0.0,181.1,12.0,12.0,12.0,70.83,56.66,0.0,0.0,0.0,127.49,14.0,14.0,14.0,89.89,71.91,12.2,0.0,0.0,174.0,19.0,19.0,19.0,137.54,110.03,0.0,0.0,0.0,247.57,17.0,17.0,17.0,113.16,90.53,0.0,0.0,0.0,203.69,12.0,12.0,12.0,67.66,54.13,13.79,0.0,0.0,135.58,16.0,16.0,16.0,104.06,83.25,7.9,0.0,0.0,195.21,18.0,18.0,18.0,122.26,97.81,8.25,0.0,0.0,228.32,17.0,17.0,17.0,113.16,90.53,6.3,0.0,0.0,209.99,17.0,17.0,17.0,113.16,90.53,13.89,0.0,0.0,217.58,21.0,21.0,21.0,149.56,119.65,0.0,0.0,0.0,269.21,17.0,17.0,17.0,113.16,90.53,8.89,0.0,0.0,212.58,18.0,18.0,18.0,122.26,97.81,20.29,0.0,0.0,240.36
